id_municipio,sigla_uf,ano,valor
2100907,MA,2019,40709202
2104073,MA,2019,8361376
2110401,MA,2019,24707671
2101939,MA,2019,7614959
2100709,MA,2019,24829511
2110302,MA,2019,31698356
2100154,MA,2019,15282674
4112900,PR,2019,3431729
4109658,PR,2019,5941453
4106506,PR,2019,20927070
4100707,PR,2019,9669673
4116950,PR,2019,5270342
4126678,PR,2019,10560693
4117453,PR,2019,5763260
4126801,PR,2019,11910203
4123709,PR,2019,6516384
4123501,PR,2019,44115083
4101051,PR,2019,3142368
4100103,PR,2019,5379742
4110508,PR,2019,13475047
4103305,PR,2019,6114314
4115309,PR,2019,5208142
4120804,PR,2019,20567915
4112207,PR,2019,4568597
4107256,PR,2019,8522878
4125407,PR,2019,4620465
4103909,PR,2019,12685902
4102208,PR,2019,4302902
4117008,PR,2019,7185384
4113429,PR,2019,3808595
4121257,PR,2019,4682929
4119707,PR,2019,4518007
4115408,PR,2019,12922087
4111605,PR,2019,2608969
4118451,PR,2019,8523745
4113759,PR,2019,4559490
4100905,PR,2019,5341243
4121356,PR,2019,4292145
4117222,PR,2019,8620280
4105003,PR,2019,7871607
4119509,PR,2019,72580673
4108304,PR,2019,209513358
4106571,PR,2019,5623187
4104659,PR,2019,25369427
4121703,PR,2019,18167300
4101507,PR,2019,68551940
4110078,PR,2019,9682954
4116000,PR,2019,3439718
4127809,PR,2019,7074906
4122602,PR,2019,7751190
4102109,PR,2019,20295627
4127106,PR,2019,42640809
4102901,PR,2019,16644428
4124400,PR,2019,17062740
4111902,PR,2019,9743205
4126355,PR,2019,6283514
4115853,PR,2019,7458988
4105805,PR,2019,130666510
4125605,PR,2019,38653159
4104204,PR,2019,76851601
4109104,PR,2019,2888784
4128203,PR,2019,53013534
4120333,PR,2019,4022540
4105102,PR,2019,8798422
4108700,PR,2019,5283914
4118907,PR,2019,8498154
4125100,PR,2019,12074153
4120606,PR,2019,34966167
4106852,PR,2019,4531795
4118303,PR,2019,2643045
4121307,PR,2019,3498302
4114500,PR,2019,9608150
4119202,PR,2019,7783644
4111001,PR,2019,5129707
4125209,PR,2019,11222830
4128104,PR,2019,70776031
4101150,PR,2019,3134678
4103800,PR,2019,6794396
4106209,PR,2019,16086358
4107504,PR,2019,11754909
4125357,PR,2019,6195080
4107652,PR,2019,78491332
4110102,PR,2019,21380563
4125001,PR,2019,7742763
4102307,PR,2019,13746330
4124608,PR,2019,6028420
4109757,PR,2019,5832182
4108403,PR,2019,65247718
4110953,PR,2019,26172398
4113403,PR,2019,5525864
4125308,PR,2019,5077097
4126405,PR,2019,5794456
4107207,PR,2019,37444119
4125803,PR,2019,9334388
4128625,PR,2019,5218549
4120101,PR,2019,4459793
4119251,PR,2019,3561044
4120853,PR,2019,4287358
4110052,PR,2019,3018135
4106803,PR,2019,17069905
4111506,PR,2019,21122378
4122206,PR,2019,28269452
4113700,PR,2019,382620094
4123303,PR,2019,7398296
4108650,PR,2019,7133075
4112959,PR,2019,5659922
4121000,PR,2019,10774513
4103040,PR,2019,7328136
4119400,PR,2019,17531683
4116802,PR,2019,6544833
4106456,PR,2019,8839503
4117701,PR,2019,31203867
4101002,PR,2019,14475073
4109807,PR,2019,39619502
4113106,PR,2019,5754365
4117107,PR,2019,9447993
4107850,PR,2019,5654267
4120408,PR,2019,4275323
4110904,PR,2019,4406078
4119657,PR,2019,3678103
4126702,PR,2019,3579613
4117602,PR,2019,36387131
4125555,PR,2019,3896281
4113734,PR,2019,9145978
4102802,PR,2019,8651760
4127403,PR,2019,14626755
4124004,PR,2019,3964245
4114302,PR,2019,19286883
4121752,PR,2019,7777711
4115457,PR,2019,3878943
4111803,PR,2019,34526419
4113809,PR,2019,3642869
4107702,PR,2019,4461266
4120507,PR,2019,7830803
4120309,PR,2019,4530662
4124707,PR,2019,9105656
4123105,PR,2019,4506959
4112603,PR,2019,2706938
4124202,PR,2019,4219075
4109708,PR,2019,19037290
4100202,PR,2019,5409468
4104709,PR,2019,8914128
4110003,PR,2019,5560455
2927903,BA,2019,9545429
2904050,BA,2019,18626771
2907004,BA,2019,12302175
2920809,BA,2019,14096440
2922656,BA,2019,14698087
2903276,BA,2019,17518729
2930766,BA,2019,11990309
2931509,BA,2019,24980667
2907103,BA,2019,28717331
2923704,BA,2019,44206749
2919157,BA,2019,34087140
2909802,BA,2019,39378824
2928703,BA,2019,66836966
2922300,BA,2019,19847541
2927408,BA,2019,1260338240
2924009,BA,2019,92174122
2918209,BA,2019,14727208
2906907,BA,2019,26457945
2932101,BA,2019,18280854
2925501,BA,2019,33282420
2903805,BA,2019,20502426
2904407,BA,2019,11372913
2913200,BA,2019,26385515
2922052,BA,2019,16054437
2922102,BA,2019,18209555
2932408,BA,2019,12920228
2923357,BA,2019,23393936
2923001,BA,2019,35946472
2930154,BA,2019,34710553
2902609,BA,2019,22887976
2919801,BA,2019,36792433
2921005,BA,2019,92683824
2915908,BA,2019,9656383
2923308,BA,2019,8349625
2900504,BA,2019,9538555
2906600,BA,2019,12153288
2914109,BA,2019,713522
2926905,BA,2019,8730352
2917334,BA,2019,16169983
2921054,BA,2019,11531753
2905008,BA,2019,20322933
2917409,BA,2019,15574957
2921500,BA,2019,53160626
2902104,BA,2019,51199576
2910057,BA,2019,64186703
2918506,BA,2019,15700453
2905602,BA,2019,26993283
2927705,BA,2019,34286147
2916005,BA,2019,17018604
2928505,BA,2019,8386225
2913705,BA,2019,36902808
2919009,BA,2019,4573384
2919058,BA,2019,9104925
2913903,BA,2019,36445997
2919603,BA,2019,15733624
2922904,BA,2019,24611404
2907707,BA,2019,13749795
2924603,BA,2019,26665062
2931400,BA,2019,7050735
2919900,BA,2019,9161025
2933307,BA,2019,231880677
2902203,BA,2019,13215951
2911857,BA,2019,14032194
2915601,BA,2019,52602804
2926707,BA,2019,9827102
2925758,BA,2019,28259151
2932309,BA,2019,16767405
2910404,BA,2019,22627976
2913606,BA,2019,232858198
2900108,BA,2019,7728386
2918456,BA,2019,19596393
2921302,BA,2019,12366308
2927309,BA,2019,17097121
2902302,BA,2019,7318538
